LAMMPS (31 Mar 2017)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-1.0556 -1.05564 -1.05564) to (83.4466 83.4466 83.4466)
  6 by 4 by 4 MPI processor grid
  reading atoms ...
  63998 atoms
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          0         
  special bond factors coul: 0          0          0         
  0 = max # of 1-2 neighbors
  0 = max # of 1-3 neighbors
  0 = max # of 1-4 neighbors
  1 = max # of special neighbors
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          1         
  special bond factors coul: 0          0          1         
  0 = max # of 1-2 neighbors
  0 = max # of 1-3 neighbors
  1 = max # of special neighbors
1 atoms in group pull
3199 atoms in group freez
PPPM initialization ...
WARNING: Using 12-bit tables for long-range coulomb (../kspace.cpp:321)
  G vector (1/distance) = 0.294194
  grid = 125 125 125
  stencil order = 5
  estimated absolute RMS force accuracy = 0.000416749
  estimated relative force accuracy = 1.25503e-06
  using double precision FFTs
  3d grid and FFT values/proc = 44109 31250
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 10000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 13 13 13
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d/newton
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 1
Per MPI rank memory allocation (min/avg/max) = 13.91 | 14.36 | 15.08 Mbytes
Step TotEng Temp Press PotEng KinEng Enthalpy f_9[3] f_9[4] f_9[5] f_9[6] f_9[7] 
  587200    -10079710    926.47778   -1620.0797    -10256448    176737.59    -10093980     23.48439     23.48439    59.274241    83.048034    11.614598 
  587400    -10082072    919.07731    29.732425    -10257398    175325.85    -10081811      32.3058      32.3058    59.274041    83.055138    11.622835 
  587600    -10081035    922.66669    889.50136    -10257046    176010.57    -10073212    78.426106    78.426106    59.273841    83.147412    11.634556 
  587800    -10080351    924.52346    750.72901    -10256716    176364.78    -10073749    48.254608    48.254608    59.273641    83.237563    11.643238 
  588000    -10082683    919.75378   -309.44475    -10258138     175454.9    -10085405     34.88891     34.88891    59.273441    83.078456    11.653231 
  588200    -10081021    922.15265    8.7392451    -10256934    175912.52    -10080944    66.191353    66.191353    59.273241    83.208682     11.66254 
  588400    -10080489    924.13973   -197.78727    -10256781    176291.58    -10082230    20.910194    20.910194    59.273041    82.984316    11.673622 
  588600    -10082608    916.02182   -16.284638    -10257351    174742.98    -10082752    18.806535    18.806535    59.272841    83.122484    11.682879 
  588800    -10081082    922.56769    825.92032    -10257073    175991.69    -10073818    14.254789    14.254789    59.272641    83.041232    11.692887 
  589000    -10080918    923.72484   -396.62002    -10257131    176212.43    -10084408     53.15276     53.15276    59.272441    83.071607    11.702682 
  589200    -10082227    918.51981    -896.4786    -10257446     175219.5    -10090117     25.37584     25.37584    59.272241    83.134668    11.711818 
  589400    -10081626    923.75161   -116.28474    -10257843    176217.54    -10082649    55.804982    55.804982    59.272041    83.113026    11.720725 
  589600    -10080692    917.43272   -438.60682    -10255704    175012.13    -10084553    49.902429    49.902429    59.271841    82.902029    11.727945 
  589800    -10081652    924.05484    148.54805    -10257927    176275.38    -10080345    14.603284    14.603284    59.271641    83.159386     11.73762 
  590000    -10082336    921.17661    322.96535    -10258063    175726.32    -10079496    56.710126    56.710126    59.271441    83.083635    11.747045 
  590200    -10080469    927.06832   -22.612712    -10257320    176850.24    -10080668    24.056596    24.056596    59.271241    83.016066    11.755339 
  590400    -10081671    920.57555   -1200.0299    -10257282    175611.66    -10092234    74.438485    74.438485    59.271041    83.138062    11.762761 
  590600    -10083021    916.78897    219.98817    -10257911    174889.32    -10081086    26.770411    26.770411    59.270841    83.056669    11.769904 
  590800    -10080735    921.93106   -522.14789    -10256605    175870.24    -10085331    24.715846    24.715846    59.270641    83.021968    11.777256 
  591000    -10080816    926.87705    1269.0557    -10257630    176813.75    -10069660    60.619307    60.619307    59.270441    83.009742    11.785788 
  591200    -10082522    919.88002   -212.50706    -10258001    175478.98    -10084392    48.334241    48.334241    59.270241    83.150048    11.796318 
  591400    -10081230     922.9061   -512.70181    -10257287    176056.24    -10085742    45.948237    45.948237    59.270041    83.235769    11.803636 
  591600    -10080986     922.0042   -642.57409    -10256870     175884.2    -10086641    20.787688    20.787688    59.269841    82.922874    11.813678 
  591800    -10080934    925.62841    756.51315    -10257510    176575.56    -10074282     35.48031     35.48031    59.269641    82.954681     11.82383 
  592000    -10081624    923.72354    359.36674    -10257837    176212.18    -10078464    78.411289    78.411289    59.269441    83.298763    11.832074 
  592200    -10081226    920.48798   -184.19227    -10256821    175594.96    -10082847    7.9074485    7.9074485    59.269241    82.994504    11.842735 
  592400    -10080009    922.55645   -173.49804    -10255999    175989.55    -10081537    45.524855    45.524855    59.269041    83.207364    11.851946 
  592600    -10082074    920.74002   -152.28307    -10257717    175643.04    -10083413    20.804551    20.804551    59.268841    82.926533    11.862617 
  592800    -10080975    924.80317    33.024434    -10257393    176418.13    -10080685    52.998005    52.998005    59.268641    83.190828    11.872253 
  593000    -10080452    924.80744   -769.53976    -10256871    176418.95    -10087226    88.126234    88.126234    59.268441    83.290814     11.88062 
  593200    -10082283     921.9568    449.37484    -10258158    175875.15    -10078331    60.811007    60.811007    59.268241    83.017744    11.891319 
  593400    -10080822    925.58953    -695.9409    -10257390    176568.14    -10086947    44.760636    44.760636    59.268041     83.12519     11.90135 
  593600    -10080594    922.10149    698.76043    -10256497    175902.75    -10074448    54.749293    54.749293    59.267841    82.963029    11.909886 
  593800    -10082473    917.62811   -662.58368    -10257522     175049.4    -10088303    52.843311    52.843311    59.267641    83.127524    11.920069 
  594000    -10082255    920.28045   -336.86081    -10257810    175555.37    -10085218    88.555749    88.555749    59.267441    83.253877    11.927959 
  594200    -10080755    926.35114    32.166204    -10257469    176713.43    -10080472    3.4366878    3.4366878    59.267241    82.963939    11.935823 
  594400    -10080687    923.71838    416.49804    -10256898     176211.2    -10077023   -9.3659395   -9.3659395    59.267041    83.061286    11.944194 
  594600    -10082568    920.44514   -482.34432    -10258155    175586.79    -10086811     48.53213     48.53213    59.266841    83.076713    11.952243 
  594800    -10080725    926.45629    1000.7358    -10257458    176733.49    -10071925    61.012235    61.012235    59.266641    83.201986    11.960907 
  595000    -10080965    923.91001    -787.2594    -10257213    176247.75    -10087894    29.455565    29.455565    59.266441    82.858767    11.968386 
  595200    -10082980    918.67116    200.65852    -10258228    175248.37    -10081215   -11.083282   -11.083282    59.266241    83.003712    11.976135 
  595400    -10081144    924.37453   -463.72083    -10257481    176336.37    -10085225    29.859877    29.859877    59.266041    82.959499    11.983567 
  595600    -10080793    922.91679   -448.34231    -10256852    176058.28    -10084739    63.730374    63.730374    59.265841    83.191253    11.991825 
  595800    -10081950    922.10736   -32.239454    -10257854    175903.88    -10082233    97.666218    97.666218    59.265641    83.095403    11.999753 
  596000    -10082216    919.63155     422.9013    -10257647    175431.58    -10078497    51.161552    51.161552    59.265441      83.1574    12.009783 
  596200    -10080407     921.6932    77.859189    -10256232    175824.87    -10079722    5.5892224    5.5892224    59.265241    82.976427    12.018681 
  596400    -10081856    922.33669   -838.92184    -10257804    175947.62    -10089239    60.286944    60.286944    59.265041    83.223523    12.028576 
  596600    -10082098    919.96953    764.98648    -10257594    175496.06    -10075370    41.208359    41.208359    59.264841    82.912957    12.038404 
  596800    -10080121    923.98459   -111.59259    -10256383    176261.98    -10081103     65.16245     65.16245    59.264641    83.053431    12.046109 
  597000    -10081664    923.67403   -560.00645    -10257867    176202.74    -10086591    43.157536    43.157536    59.264441    83.206359     12.05817 
  597200    -10081125    923.89526    943.70134    -10257370    176244.94    -10072828    61.964058    61.964058    59.264241    82.990814    12.067147 
  597400    -10079977    926.86756    -887.9034    -10256789    176811.94    -10087793    10.345737    10.345737    59.264041    82.930826    12.076724 
  597600    -10081508    922.95966     802.7804    -10257575    176066.46    -10074449     66.77166     66.77166    59.263841    83.220727     12.08601 
  597800    -10080821    923.20312   -1350.5153    -10256934    176112.91    -10092713    70.501805    70.501805    59.263641    83.146779    12.094584 
  598000    -10079684    928.31362    369.69587    -10256771     177087.8    -10076431    22.577927    22.577927    59.263441    83.029682    12.105818 
  598200    -10081184    924.63404   -901.96893    -10257570    176385.87    -10089122    31.555431    31.555431    59.263241    83.059833    12.115211 
  598400    -10081173    924.25385   -497.10117    -10257486    176313.34    -10085547   -3.8376804   -3.8376804    59.263041    83.148668    12.120076 
  598600    -10079838     925.5262   -356.68741    -10256394    176556.06    -10082977    33.985416    33.985416    59.262841    83.068162    12.127922 
  598800    -10081363    923.44559   -624.31013    -10257522    176159.16    -10086857    25.335717    25.335717    59.262641    83.197245    12.136236 
  599000    -10081554     918.3055   -716.21131    -10256732    175178.62    -10087858    19.888526    19.888526    59.262441    82.934641    12.145353 
  599200    -10080084    923.03791    448.14582    -10256165    176081.39    -10076141    73.472398    73.472398    59.262241    83.145009    12.150771 
  599400    -10078604    927.11461   -172.25575    -10255463    176859.07    -10080121    71.355181    71.355181    59.262041    83.242121    12.158867 
  599600    -10080856    923.72234    200.94035    -10257068    176211.95    -10079088    81.403767    81.403767    59.261841    83.149937    12.167503 
  599800    -10081803    919.45417    -1570.503    -10257201    175397.75    -10095631   -12.541006   -12.541006    59.261641    82.767654    12.177468 
  600000    -10080084    926.47723   -199.41551    -10256821    176737.48    -10081839    55.026181    55.026181    59.261441    83.225216     12.18597 
  600200    -10080736    925.98704    202.46839    -10257380    176643.97    -10078955    77.521632    77.521632    59.261241    83.031972    12.196799 
  600400    -10081575    924.30405    74.769363    -10257898    176322.92    -10080917    9.3740962    9.3740962    59.261041    82.993312     12.20673 
  600600    -10080377    920.99287     1227.473    -10256069    175691.27    -10069581    55.459283    55.459283    59.260841     83.29481    12.214292 
  600800    -10080362    923.61307    172.89912    -10256553    176191.11    -10078841    17.141538    17.141538    59.260641    82.965272     12.22484 
  601000    -10082084    921.68992   -6.8042822    -10257909    175824.24    -10082144    69.181385    69.181385    59.260441    83.070689    12.235904 
  601200    -10080261    926.01455    1391.2923    -10256910    176649.22    -10068029    65.349512    65.349512    59.260241    82.990561    12.246929 
  601400    -10080587    922.89589    -7.295021    -10256641     176054.3    -10080651     30.17865     30.17865    59.260041    82.964494    12.256567 
  601600    -10081325    924.06656    40.435072    -10257603    176277.62    -10080970    79.402542    79.402542    59.259841    83.084873    12.266524 
  601800    -10081491    921.42698    93.355396    -10257265    175774.08    -10080669    21.096656    21.096656    59.259641    83.028844    12.276897 
  602000    -10080582    922.79764    627.38345    -10256618    176035.55    -10075064    78.545385    78.545385    59.259441    83.039502     12.28638 
  602200    -10080554     927.8324    275.17513    -10257550       176996    -10078134    46.817499    46.817499    59.259241    83.175587    12.295615 
  602400    -10082138    925.37952   -1388.3464    -10258666    176528.08    -10094359    70.029859    70.029859    59.259041    83.290595    12.303559 
  602600    -10080802     925.4655    556.46611    -10257346    176544.48    -10075907    29.750162    29.750162    59.258841    83.107941    12.313386 
  602800    -10080916     927.8855    1295.2954    -10257922    177006.13    -10069531    35.431683    35.431683    59.258641    83.082845     12.32046 
  603000    -10081822    921.72723   -133.03983    -10257653    175831.36    -10082992    60.385176    60.385176    59.258441    83.092053    12.328904 
