LAMMPS (31 Mar 2017)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-1.0556 -1.05564 -1.05564) to (83.4466 83.4466 83.4466)
  6 by 4 by 4 MPI processor grid
  reading atoms ...
  63998 atoms
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          0         
  special bond factors coul: 0          0          0         
  0 = max # of 1-2 neighbors
  0 = max # of 1-3 neighbors
  0 = max # of 1-4 neighbors
  1 = max # of special neighbors
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          1         
  special bond factors coul: 0          0          1         
  0 = max # of 1-2 neighbors
  0 = max # of 1-3 neighbors
  1 = max # of special neighbors
1 atoms in group pull
3199 atoms in group freez
PPPM initialization ...
WARNING: Using 12-bit tables for long-range coulomb (../kspace.cpp:321)
  G vector (1/distance) = 0.294194
  grid = 125 125 125
  stencil order = 5
  estimated absolute RMS force accuracy = 0.000416749
  estimated relative force accuracy = 1.25503e-06
  using double precision FFTs
  3d grid and FFT values/proc = 44109 31250
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 10000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 13 13 13
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d/newton
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 1
Per MPI rank memory allocation (min/avg/max) = 13.91 | 14.36 | 15.08 Mbytes
Step TotEng Temp Press PotEng KinEng Enthalpy f_9[3] f_9[4] f_9[5] f_9[6] f_9[7] 
 1048000    -10080753    928.45404   -979.23214    -10257868    177114.59    -10089371    29.665133    29.665133    58.813441    82.433054    31.077508 
 1048200    -10080956     918.8776    116.97518    -10256244    175287.76    -10079927     26.85638     26.85638    58.813241    82.004482    31.083597 
 1048400    -10082672    917.61897    2.6527204    -10257720    175047.66    -10082649    1.7669212    1.7669212    58.813041    82.113338    31.083981 
 1048600    -10081083     924.6347    574.38684    -10257469       176386    -10076031   -22.747126   -22.747126    58.812841    82.032317    31.081969 
 1048800    -10080885    922.90457   -470.10898    -10256941    176055.95    -10085022    23.624978    23.624978    58.812641    82.168582     31.08348 
 1049000    -10082615    918.24815     728.0209    -10257783    175167.68    -10076214     -67.3226     -67.3226    58.812441    81.783109     31.07435 
 1049200    -10081050    923.16305   -211.72527    -10257156    176105.26    -10082913    16.429864    16.429864    58.812241    82.539191    31.067137 
 1049400    -10080797    922.83534   -47.752725    -10256839    176042.75    -10081217   -23.050248   -23.050248    58.812041    82.396313    31.069972 
 1049600    -10082259    922.23206    467.17498    -10258187    175927.66    -10078151   -2.7917687   -2.7917687    58.811841    82.601891    31.069775 
 1049800    -10081662    919.31231    161.03215    -10257033    175370.68    -10080245     41.55223     41.55223    58.811641    82.540172    31.069851 
 1050000    -10080578    926.17293    236.47166    -10257257    176679.44    -10078497   -10.189216   -10.189216    58.811441    81.886853    31.064194 
 1050200    -10081987    923.02682   -551.26172    -10258066    176079.27    -10086838    26.960447    26.960447    58.811241     82.16185    31.054342 
 1050400    -10082531    918.02727   -407.91217    -10257657    175125.55    -10086120    1.3332544    1.3332544    58.811041    82.006885    31.056594 
 1050600    -10080441    927.58571    -604.3662    -10257390    176948.94    -10085760    16.004987    16.004987    58.810841    82.348432    31.056894 
 1050800    -10081557    922.56133    593.28032    -10257547    175990.48    -10076339    4.2379283    4.2379283    58.810641    82.133754    31.057052 
 1051000    -10081856    921.43687   -177.66523    -10257632    175775.97    -10083419    56.044168    56.044168    58.810441    82.215636    31.055259 
 1051200    -10080147    923.44314   -16.058216    -10256305    176158.69    -10080288    52.805364    52.805364    58.810241    82.062684    31.055855 
 1051400    -10081862     917.5914   -728.96869    -10256904     175042.4    -10088278    30.089518    30.089518    58.810041     82.33376    31.059159 
 1051600    -10080495     920.6922    1302.5877    -10256129    175633.91    -10069040    57.975674    57.975674    58.809841     82.63245    31.067764 
 1051800    -10080037    922.49297   -63.784033    -10256014    175977.44    -10080598    -41.14967    -41.14967    58.809641    82.181379    31.073206 
 1052000    -10081511     920.5016    539.70499    -10257109    175597.56    -10076765     73.50759     73.50759    58.809441    82.634657    31.072842 
 1052200    -10080310    923.94773   -1291.7161    -10256565    176254.95    -10091685    59.384833    59.384833    58.809241    82.576302    31.081523 
 1052400    -10079679    927.33762    331.99828    -10256581    176901.61    -10076758     29.63312     29.63312    58.809041    82.556571    31.089408 
 1052600    -10081199    922.13042    308.29238    -10257107    175908.27    -10078487    32.235659    32.235659    58.808841    82.555737    31.092649 
 1052800    -10081626    921.06368   -892.53282    -10257331    175704.78    -10089482    10.208901    10.208901    58.808641    82.604697     31.09247 
 1053000    -10080763    918.84831    1001.4678    -10256045    175282.17    -10071954   -37.590758   -37.590758    58.808441    82.240488    31.091847 
 1053200    -10080181    923.50257    394.74442    -10256351    176170.03    -10076709   -36.272571   -36.272571    58.808241     82.03702     31.08705 
 1053400    -10082165    921.01403    1010.5127    -10257860    175695.31    -10073280     14.87257     14.87257    58.808041    82.549318    31.083094 
 1053600    -10080821     922.9433    52.095634    -10256885    176063.34    -10080363   0.44634277   0.44634277    58.807841    82.389583    31.084509 
 1053800    -10080759    924.24608    613.68658    -10257071    176311.86    -10075361    12.361435    12.361435    58.807641    81.928519    31.086041 
 1054000    -10081102    924.50075    1330.4735    -10257462    176360.44    -10069406   -10.788506   -10.788506    58.807441     82.05817    31.085776 
 1054200    -10081152    923.89028   -286.63428    -10257396    176243.99    -10083674   -52.946581   -52.946581    58.807241    81.885888    31.084622 
 1054400    -10080015    927.26106    1401.1308    -10256902    176887.01    -10067694    24.161773    24.161773    58.807041     82.08028    31.086607 
 1054600    -10080689    921.50937    578.91904    -10256479     175789.8    -10075596    46.232172    46.232172    58.806841    82.587221    31.081989 
 1054800    -10081615    922.53106    76.145292    -10257599     175984.7    -10080945   -52.750583   -52.750583    58.806641    81.984196    31.078564 
 1055000    -10079998    927.71544      665.204    -10256972    176973.69    -10074147    83.025304    83.025304    58.806441    82.351049    31.079477 
 1055200    -10080667    922.21678   -301.00643    -10256592    175924.75    -10083316   -41.454274   -41.454274    58.806241    82.103396    31.074162 
 1055400    -10081707    922.36373    912.82759    -10257660    175952.78    -10073682   -48.238717   -48.238717    58.806041    82.311006    31.075737 
 1055600    -10080139    926.66965   -1263.2225    -10256913    176774.19    -10091260    14.107333    14.107333    58.805841    82.321525    31.074761 
 1055800    -10081650    925.28018   -800.07035    -10258159    176509.13    -10088690    61.964702    61.964702    58.805641    82.065898    31.078003 
 1056000    -10081784    921.93711     1999.603    -10257655     175871.4    -10064212    9.2728231    9.2728231    58.805441    82.168834    31.076692 
 1056200    -10080626    924.85081    597.47553    -10257053    176427.22    -10075371    47.992855    47.992855    58.805241    82.389891    31.079647 
 1056400    -10080988    925.90049   -1586.2233    -10257616    176627.46    -10094951     1.040981     1.040981    58.805041    82.596273     31.08029 
 1056600    -10082584    918.68229    436.97869    -10257834     175250.5    -10078741    78.358266    78.358266    58.804841     82.57221    31.082469 
 1056800    -10080619    922.08938    384.79244    -10256519    175900.45    -10077233    36.178542    36.178542    58.804641    82.302114    31.095068 
 1057000    -10081129    920.47976   -1839.2737    -10256722    175593.39    -10097327   -9.1748108   -9.1748108    58.804441    82.135644     31.09466 
 1057200    -10083011    918.73375    28.034342    -10258271    175260.32    -10082765    6.8602398    6.8602398    58.804241    81.992392    31.095901 
 1057400    -10080688    926.70002    892.96325    -10257468    176779.98    -10072837   -32.535068   -32.535068    58.804041    82.620641    31.095163 
 1057600    -10081148    919.85086   -1348.4194    -10256622    175473.42    -10093022     28.82654     28.82654    58.803841    81.940249    31.097219 
 1057800    -10082028    918.79242    798.96334    -10257300    175271.51    -10075003   -93.505045   -93.505045    58.803641    81.808416    31.093983 
 1058000    -10080264    926.25235    179.01439    -10256959    176694.59    -10078689     55.86426     55.86426    58.803441    82.070218    31.092724 
 1058200    -10080654    927.38367    770.97771    -10257564     176910.4    -10073873   -94.625805   -94.625805    58.803241    82.119593     31.08861 
 1058400    -10081669    922.53234   -592.87364    -10257654    175984.95    -10086887   -40.597802   -40.597802    58.803041    82.421897    31.087051 
 1058600    -10080552    927.56955    1261.1021    -10257498    176945.86    -10069465   -19.348589   -19.348589    58.802841    82.205203    31.083814 
 1058800    -10079902    929.21503    64.054074    -10257162    177259.75    -10079338     5.286813     5.286813    58.802641    82.424995    31.082803 
 1059000    -10081755    923.27638   -510.94048    -10257882    176126.88    -10086251    -29.34164    -29.34164    58.802441    81.951734    31.079484 
 1059200    -10080992    924.57897    380.44792    -10257368    176375.37    -10077646    8.1374747    8.1374747    58.802241    82.173658    31.075152 
 1059400    -10080036    927.01855   -217.39409    -10256877    176840.75    -10081949   -81.261731   -81.261731    58.802041    81.780314     31.06855 
 1059600    -10081370    919.38139   -754.83862    -10256754    175383.86    -10088015    49.448991    49.448991    58.801841    82.531861    31.059319 
 1059800    -10080983    921.77221    287.03182    -10256823    175839.94    -10078458   -78.909502   -78.909502    58.801641    82.315356    31.063601 
 1060000    -10079631    923.05757   -1026.6981    -10255716    176085.14    -10088671    8.8829714    8.8829714    58.801441    82.464923     31.06263 
 1060200    -10081305    922.44349     567.2607    -10257273       175968    -10076315    39.207258    39.207258    58.801241    82.291551    31.064967 
 1060400    -10081127    923.10432     212.9957    -10257221    176094.06    -10079254   -75.765859   -75.765859    58.801041    81.912347    31.064459 
 1060600    -10079165    928.12143     373.5462    -10256216    177051.14    -10075878   -47.482451   -47.482451    58.800841    81.888796      31.0684 
 1060800    -10080988    919.99633   -81.234637    -10256489    175501.17    -10081703    28.613542    28.613542    58.800641    82.537377    31.070536 
 1061000    -10081397     918.5488   -655.22712    -10256622    175225.03    -10087163   -5.4727687   -5.4727687    58.800441    82.435247    31.079705 
 1061200    -10079782    923.39995    351.72337    -10255932    176150.45    -10076686   -11.477474   -11.477474    58.800241    82.362409    31.078472 
 1061400    -10080557    927.65455   -721.48844    -10257519    176962.07    -10086907    33.036763    33.036763    58.800041    82.740754    31.074794 
 1061600    -10081353    924.54924     361.9402    -10257723     176369.7    -10078170   -35.667071   -35.667071    58.799841    81.950233    31.077929 
 1061800    -10080317     924.9196    2260.3555    -10256758    176440.35    -10060451    2.4854789    2.4854789    58.799641    82.237494    31.075462 
 1062000    -10079825    925.17861   -508.09258    -10256315    176489.76    -10084297   -59.491589   -59.491589    58.799441    82.246311    31.076215 
 1062200    -10081776    915.42847   -618.12886    -10256405    174629.79    -10087216    19.025407    19.025407    58.799241    81.860664    31.076874 
 1062400    -10080400     923.6245    106.84949    -10256593    176193.29    -10079460    38.840865    38.840865    58.799041    82.118111     31.07799 
 1062600    -10080302    923.01796   -572.12226    -10256379    176077.58    -10085338   -10.524061   -10.524061    58.798841    81.869967    31.077554 
 1062800    -10081863    920.17491    -387.0068    -10257399    175535.24    -10085269    5.9159609    5.9159609    58.798641    81.965683    31.077802 
 1063000    -10080402    922.49236   -228.90167    -10256379    175977.32    -10082416   -3.8646165   -3.8646165    58.798441    82.138803    31.073697 
 1063200    -10080749    922.74438    454.87781    -10256775    176025.39    -10076748     29.32548     29.32548    58.798241    82.063195    31.076232 
 1063400    -10081981    921.19704    332.09518    -10257711    175730.22    -10079061   -32.395544   -32.395544    58.798041     82.20579    31.075857 
 1063600    -10080510    925.57986    248.26375    -10257077     176566.3    -10078326    30.146029    30.146029    58.797841    82.706607     31.07451 
 1063800    -10081480    921.72482    702.80662    -10257311     175830.9    -10075300    20.645723    20.645723    58.797641    82.311522    31.079182 
 1064000    -10082063    920.48699    26.722468    -10257657    175594.77    -10081828   -29.813734   -29.813734    58.797441    81.845988    31.074699 
 1064200    -10080426    924.57938   -594.31312    -10256802    176375.44    -10085657    43.211342    43.211342    58.797241      82.0791    31.073048 
 1064400    -10081851    918.65728    479.63074    -10257097    175245.73    -10077633    31.955408    31.955408    58.797041    82.054532    31.075857 
 1064600    -10081797     925.5048    121.36422    -10258349    176551.98    -10080729   -4.0307123   -4.0307123    58.796841     82.30619    31.073092 
 1064800    -10080652    923.76199   -713.17757    -10256872    176219.52    -10086930    19.655784    19.655784    58.796641    82.249218    31.076024 
 1065000    -10081634     920.2953    672.97975    -10257192     175558.2    -10075716    2.9655931    2.9655931    58.796441    82.042539    31.077415 
 1065200    -10081637    921.80871   -228.43544    -10257484     175846.9    -10083647    28.942498    28.942498    58.796241    82.414026     31.07814 
 1065400    -10080014    925.09654   -164.39869    -10256488     176474.1    -10081461    65.753416    65.753416    58.796041    82.719553     31.09058 
 1065600    -10081997    920.76806   -414.30558    -10257645    175648.39    -10085642    87.145804    87.145804    58.795841      82.4857    31.096771 
 1065800    -10081507    921.96975   -58.533602    -10257385    175877.62    -10082022    -9.406377    -9.406377    58.795641    81.864748    31.104079 
 1066000    -10080402    919.23331   -927.26495    -10255758    175355.61    -10088567    63.048054    63.048054    58.795441    82.425785    31.106001 
 1066200    -10082384    918.71064    284.55843    -10257640    175255.91    -10079882   -19.780906   -19.780906    58.795241    82.497538    31.105393 
 1066400    -10081271    925.15507    446.01087    -10257756    176485.27    -10077349   -27.413583   -27.413583    58.795041    82.056746    31.105688 
 1066600    -10080526    927.69372    117.32305    -10257496    176969.54    -10079494      38.6868      38.6868    58.794841    82.246461    31.104799 
 1066800    -10082694    920.97801   -728.49564    -10258383    175688.44    -10089104    6.6630357    6.6630357    58.794641      82.0019    31.104575 
 1067000    -10082281     918.5794   -317.03779    -10257512    175230.87    -10085071   -85.032859   -85.032859    58.794441    81.956096    31.094596 
 1067200    -10080739    922.63171   -589.25754    -10256743     176003.9    -10085925   -22.494591   -22.494591    58.794241    82.423211    31.092597 
 1067400    -10080848     922.6862    67.565656    -10256862     176014.3    -10080253    20.182104    20.182104    58.794041     82.55879    31.092656 
 1067600    -10082454    916.14715    77.038105    -10257220    174766.89    -10081776   -91.232939   -91.232939    58.793841    81.982657    31.089695 
 1067800    -10080740    921.38881    728.94002    -10256507     175766.8    -10074329     47.84946     47.84946    58.793641     82.00017    31.080941 
 1068000    -10080940    926.94631    473.87757    -10257767    176826.97    -10076772   -33.216593   -33.216593    58.793441     82.12738    31.080203 
 1068200    -10082726    916.81941   -680.09663    -10257621    174895.13    -10088711   -39.730919   -39.730919    58.793241    81.797477    31.080004 
 1068400    -10081615     921.1263    824.65947    -10257332    175716.73    -10074363   -25.696628   -25.696628    58.793041    81.988135    31.080103 
 1068600    -10080873    924.18513   -1567.6939    -10257173    176300.24    -10094677   -78.483049   -78.483049    58.792841    81.927519    31.074876 
 1068800    -10081194    922.67641   -5.2928665    -10257206    176012.43    -10081240   -53.163985   -53.163985    58.792641    82.036839    31.069068 
 1069000    -10082446    918.29487    1077.5145    -10257623    175176.59    -10072975   -52.775401   -52.775401    58.792441    82.048267    31.063398 
 1069200    -10080334    926.06968   -65.776452    -10256994    176659.74    -10080913   -34.359347   -34.359347    58.792241    82.471449     31.06019 
 1069400    -10081023    922.49488    569.21813    -10257001     175977.8    -10076017   -38.324701   -38.324701    58.792041    82.187414     31.06005 
 1069600    -10083132    911.86825   -1011.1826    -10257082    173950.63    -10092032    49.750167    49.750167    58.791841    82.731279      31.0619 
 1069800    -10080740    922.76982   -90.226838    -10256770    176030.25    -10081534    -8.902343    -8.902343    58.791641    82.308262    31.062441 
 1070000    -10080761    922.82297    1267.8422    -10256801    176040.39    -10069614    15.275236    15.275236    58.791441    82.313779    31.074531 
 1070200    -10082226    916.10125   -237.30632    -10256984    174758.13    -10084314   -19.557518   -19.557518    58.791241    82.597402    31.072965 
 1070400    -10080588    925.78146   -738.46654    -10257193    176604.76    -10087088    40.102715    40.102715    58.791041    82.322454    31.080312 
 1070600    -10080486    924.60433    950.81745    -10256866     176380.2    -10072124    37.493221    37.493221    58.790841    82.049975    31.081431 
 1070800    -10081879    922.02035   -454.97075    -10257767    175887.28    -10085882   -44.040036   -44.040036    58.790641    82.054897     31.08225 
 1071000    -10081407    923.50799    719.97214    -10257578    176171.06    -10075075   -38.184926   -38.184926    58.790441    81.912157    31.079968 
 1071200    -10080601    925.87644   -506.87181    -10257224    176622.88    -10085061    25.355657    25.355657    58.790241    82.208251    31.078009 
 1071400    -10080927    923.79727   -1227.3505    -10257153    176226.25    -10091732   -40.345122   -40.345122    58.790041     81.88819     31.06927 
 1071600    -10082094    920.96936   -194.18517    -10257781    175686.79    -10083803   -62.405058   -62.405058    58.789841    81.823466    31.068773 
 1071800    -10080051    927.51447    1287.2966    -10256986    176935.35    -10068732   -10.389829   -10.389829    58.789641    82.080933    31.069625 
 1072000    -10080757      923.964   -22.096664    -10257015    176258.05    -10080952   -16.497538   -16.497538    58.789441    82.173211     31.05876 
 1072200    -10081375    924.29562    58.932514    -10257696    176321.31    -10080856   -54.690356   -54.690356    58.789241    82.062303    31.054111 
 1072400    -10080941     922.6062    1455.1742    -10256940    175999.04    -10068146  -0.66563469  -0.66563469    58.789041    82.013293    31.046325 
 1072600    -10078934    928.34399   -6.5180561    -10256028    177093.59    -10078992   -51.683176   -51.683176    58.788841     82.06899    31.032371 
 1072800    -10080767    924.31355    496.75505    -10257092    176324.73    -10076398   -62.912638   -62.912638    58.788641    81.998338    31.027002 
 1073000    -10081436    923.15672   -93.089439    -10257540    176104.05    -10082255   -30.638228   -30.638228    58.788441    82.010104    31.016714 
 1073200    -10081080    919.07661     940.3339    -10256406    175325.72    -10072810     -38.1874     -38.1874    58.788241    82.422247    31.008545 
 1073400    -10079891    923.22112   -136.51482    -10256007    176116.34    -10081093   -30.448394   -30.448394    58.788041    82.147033    31.009394 
 1073600    -10082048    917.56635   -65.179423    -10257086    175037.62    -10082622   -78.679962   -78.679962    58.787841    81.963221    30.996615 
 1073800    -10081106    925.17957   -392.63101    -10257596    176489.94    -10084561    37.719006    37.719006    58.787641    82.753483     30.99841 
 1074000    -10080512    919.73037   -636.45154    -10255963    175450.43    -10086115    38.943578    38.943578    58.787441    82.293075    31.010302 
 1074200    -10082471    919.59385    953.73676    -10257896    175424.39    -10074087   -14.339841   -14.339841    58.787241     81.95379    31.009856 
 1074400    -10080539    928.11257    143.31209    -10257588    177049.45    -10079278    36.940251    36.940251    58.787041    82.094721    31.010418 
 1074600    -10081007    922.53664   -335.97896    -10256992    175985.76    -10083964   -7.3664184   -7.3664184    58.786841    82.099244    31.009515 
 1074800    -10082752    917.73825   -167.11908    -10257822    175070.41    -10084222    54.969476    54.969476    58.786641    82.563028    31.012125 
 1075000    -10081601    919.85696   -741.96084    -10257075    175474.58    -10088131   -2.1948119   -2.1948119    58.786441    82.504094    31.012815 
 1075200    -10080335    922.74664    116.95351    -10256361    176025.83    -10079306   -42.970169   -42.970169    58.786241    82.386886    31.015292 
 1075400    -10081249    924.54632   -655.58683    -10257618    176369.14    -10087018     7.772602     7.772602    58.786041    82.530567    31.017176 
 1075600    -10081921    925.43955   -849.64284    -10258461    176539.53    -10089398   -61.941653   -61.941653    58.785841    82.026504    31.017611 
 1075800    -10080379    926.21631    160.61103    -10257067    176687.71    -10078966    15.073303    15.073303    58.785641    81.965476    31.017565 
 1076000    -10080911    925.14649   -237.76942    -10257394    176483.63    -10083003   -64.703549   -64.703549    58.785441    81.939565    31.014139 
 1076200    -10082130    918.57382   -813.63687    -10257360    175229.81    -10089290   -44.721548   -44.721548    58.785241    82.299001     31.00619 
 1076400    -10082403    917.45785    -970.1929    -10257419    175016.92    -10090942    52.270034    52.270034    58.785041     82.52488    31.005472 
 1076600    -10080684    924.82878    183.64479    -10257107    176423.02    -10079069    30.470756    30.470756    58.784841    82.678624    31.005829 
 1076800    -10081622    923.28159   -54.798876    -10257750    176127.87    -10082105   -115.16085   -115.16085    58.784641    81.788864    31.001323 
 1077000    -10082339    918.53707   -672.72772    -10257562     175222.8    -10088258    7.1532511    7.1532511    58.784441    82.106549    30.991707 
 1077200    -10080334    921.92829   -386.25211    -10256204    175869.72    -10083734   -15.287118   -15.287118    58.784241    81.932088    30.988994 
 1077400    -10081708    919.97414    572.23488    -10257205    175496.94    -10076675    11.731822    11.731822    58.784041    82.298684    30.985038 
 1077600    -10081618    918.36535   -960.65389    -10256808    175190.04    -10090075   -16.206846   -16.206846    58.783841     82.35503    30.982757 
 1077800    -10080158    924.02918   -372.98502    -10256428    176270.49    -10083440    2.8962615    2.8962615    58.783641    82.112741    30.980193 
 1078000    -10081806    920.49104    1047.4565    -10257402    175595.54    -10072597   -1.7616279   -1.7616279    58.783441    82.226598     30.97674 
 1078200    -10080886    921.54528   -582.02904    -10256683    175796.65    -10086008    20.166542    20.166542    58.783241    82.545889    30.985915 
 1078400    -10079800    926.75444   -503.09962    -10256590    176790.37    -10084228    46.762849    46.762849    58.783041    82.659274    30.988151 
 1078600    -10081549    922.34837   -1091.8274    -10257499    175949.85    -10091159    41.554856    41.554856    58.782841    81.912151    30.994302 
 1078800    -10081194     922.3675    682.16831    -10257148     175953.5    -10075194   -42.499944   -42.499944    58.782641    82.137069     30.99285 
 1079000    -10079779     924.5638    79.142105    -10256151    176372.47    -10079082   -2.0701219   -2.0701219    58.782441    82.319605    30.996031 
 1079200    -10081232     919.7903   -177.11569    -10256694    175461.87    -10082791   -14.000158   -14.000158    58.782241    82.496399    30.994748 
 1079400    -10081039    925.84243    180.03981    -10257655    176616.39    -10079455    17.345524    17.345524    58.782041    82.038892    30.991346 
 1079600    -10080650    923.66783    1389.1664    -10256851    176201.55    -10068435   -1.3743663   -1.3743663    58.781841    82.072341    30.989092 
 1079800    -10080865    920.51073     671.1995    -10256464     175599.3    -10074962    50.852769    50.852769    58.781641    82.297428    30.998109 
 1080000    -10082348    921.87151   -623.11283    -10258207    175858.88    -10087831   -27.221919   -27.221919    58.781441    81.936026    30.998718 
 1080200    -10080330    925.73137   -73.088067    -10256925     176595.2    -10080973   -6.7534741   -6.7534741    58.781241    82.038284    30.997311 
 1080400    -10080878    922.24666    844.30401    -10256809    175930.45    -10073454  -0.15869175  -0.15869175    58.781041    82.131822    30.999624 
 1080600    -10082066    917.98488   -672.74821    -10257183    175117.46    -10087986   -25.076364   -25.076364    58.780841    81.887355    30.983834 
 1080800    -10081297    916.81025    833.03364    -10256190    174893.38    -10073970   -19.113037   -19.113037    58.780641    82.269787    30.979412 
 1081000    -10080757    925.51793   -251.86328    -10257312    176554.48    -10082973   -6.1613243   -6.1613243    58.780441    81.978438    30.974869 
 1081200    -10080048    927.42212   -662.79648    -10256966    176917.73    -10085881   -16.212174   -16.212174    58.780241    82.027533    30.961578 
 1081400    -10081824    920.85106   -135.29861    -10257488    175664.22    -10083014   -98.408407   -98.408407    58.780041    81.794567    30.947757 
 1081600    -10081245    924.37047     100.8114    -10257580    176335.59    -10080358    49.346098    49.346098    58.779841    82.013061     30.94294 
 1081800    -10080390    923.33469    110.35369    -10256528       176138    -10079419    47.994911    47.994911    58.779641    82.173124    30.942248 
 1082000    -10081274    922.48285   -343.52283    -10257249     175975.5    -10084296   -12.402906   -12.402906    58.779441    81.967193    30.939769 
 1082200    -10082357    918.43403   -80.026469    -10257560    175203.14    -10083061    -27.07887    -27.07887    58.779241    81.887245    30.933604 
 1082400    -10080614    925.42366   -1063.7195    -10257151     176536.5    -10089978   -19.925612   -19.925612    58.779041     81.90042    30.933093 
 1082600    -10080760    922.85675    771.62572    -10256807    176046.83    -10073975   -11.041269   -11.041269    58.778841    82.406419    30.929176 
 1082800    -10082338    918.98014   -683.95155    -10257646    175307.32    -10088357   -9.1184392   -9.1184392    58.778641     82.47654    30.929675 
 1083000    -10081367    922.06342    62.149773    -10257263    175895.49    -10080820     16.84888     16.84888    58.778441    82.592853     30.92966 
 1083200    -10080418     927.0269    218.11692    -10257260    176842.34    -10078499   -20.542153   -20.542153    58.778241    81.940933    30.935175 
 1083400    -10079438     926.3357     1048.898    -10256148    176710.49    -10070212   -1.1444414   -1.1444414    58.778041      81.9568    30.934643 
 1083600    -10081555    923.16912   -677.38194    -10257662    176106.42    -10087516    45.665073    45.665073    58.777841    82.193749    30.933543 
 1083800    -10081154    923.71025   -87.094664    -10257364    176209.65    -10081920   -43.045377   -43.045377    58.777641    82.044615    30.935817 
 1084000    -10079188    931.84541   -461.71851    -10256950    177761.53    -10083252    20.261034    20.261034    58.777441    82.009805    30.930663 
 1084200    -10080582    929.18826    527.25282    -10257837    177254.65    -10075946   -5.8549598   -5.8549598    58.777241     82.29909    30.931037 
 1084400    -10081633    924.35221     1064.135    -10257965    176332.11    -10072277    65.538558    65.538558    58.777041    82.447894    30.940355 
 1084600    -10081004    923.52943   -76.830807    -10257179    176175.15    -10081680   -6.6801916   -6.6801916    58.776841    82.648722    30.938031 
 1084800    -10080025    921.22875   -823.04845    -10255761    175736.27    -10087271    26.882518    26.882518    58.776641     82.25114    30.944264 
 1085000    -10081789    920.75572    717.39463    -10257435    175646.03    -10075480   -60.867135   -60.867135    58.776441    81.811365    30.939578 
 1085200    -10081021    922.60436   -26.700618    -10257019    175998.68    -10081255    1.5663344    1.5663344    58.776241    82.112339     30.93027 
 1085400    -10079597    922.51883    732.98287    -10255579    175982.37    -10073148   -69.604916   -69.604916    58.776041    81.925924    30.919643 
 1085600    -10080401    925.30638    121.36783    -10256915    176514.13    -10079333   -78.061016   -78.061016    58.775841    81.984253    30.913734 
 1085800    -10081462    919.47246    644.33863    -10256864    175401.23    -10075795    -63.70459    -63.70459    58.775641    81.984108    30.901339 
 1086000    -10080190    925.37956   -961.32166    -10256718    176528.09    -10088654   -32.274487   -32.274487    58.775441     82.39538    30.899634 
 1086200    -10080300    921.56912    409.28277    -10256101     175801.2    -10076699   -8.0012874   -8.0012874    58.775241    82.231723    30.897072 
 1086400    -10081563    919.37664    -281.6704    -10256946    175382.95    -10084042   -42.552272   -42.552272    58.775041    81.853411    30.892384 
 1086600    -10080232    922.41878    -217.8062    -10256195    175963.28    -10082149    47.437214    47.437214    58.774841    82.155166    30.894079 
 1086800    -10080640    920.99379    420.55346    -10256332    175691.45    -10076940    15.348359    15.348359    58.774641     82.47901    30.888118 
 1087000    -10081889    919.45305   -17.602859    -10257287    175397.53    -10082044   -8.0994458   -8.0994458    58.774441    82.245935    30.885607 
 1087200    -10080065    926.87911    585.76555    -10256880    176814.15    -10074914    36.399403    36.399403    58.774241     82.00622    30.884308 
 1087400    -10080510    923.26225   -1394.6833    -10256635    176124.18    -10092793   -43.190409   -43.190409    58.774041     81.89123     30.88151 
 1087600    -10081250    921.11109   -426.34194    -10256964    175713.82    -10085003    25.305819    25.305819    58.773841    82.229233    30.880242 
 1087800    -10082574    919.67327   -144.07569    -10258014    175439.54    -10083841   -13.614791   -13.614791    58.773641    81.960954    30.883018 
 1088000    -10081105    922.63408   -366.03057    -10257110    176004.35    -10084327    14.296353    14.296353    58.773441    82.043731    30.886596 
 1088200    -10080555    921.60023    261.26217    -10256362    175807.13    -10078257    44.399411    44.399411    58.773241    82.238598     30.88542 
 1088400    -10082524    921.14275   -252.51833    -10258244    175719.86    -10084745   -29.035848   -29.035848    58.773041    81.922021    30.884486 
 1088600    -10080777      923.787   -351.46295    -10257001    176224.29    -10083870   -30.023249   -30.023249    58.772841    82.400613    30.890411 
 1088800    -10080639    927.31202    715.13992    -10257536    176896.73    -10074350   -13.503513   -13.503513    58.772641    82.413225    30.888271 
 1089000    -10082036    919.24824   -1075.0949    -10257395    175358.46    -10091499   -9.1468829   -9.1468829    58.772441    82.558075     30.88652 
 1089200    -10080499     927.5444    727.85883    -10257440    176941.06    -10074098    3.3234963    3.3234963    58.772241    82.269749     30.88761 
 1089400    -10080382    924.09872   -150.07804    -10256666    176283.75    -10081703   -82.806692   -82.806692    58.772041    81.732281     30.87943 
